Election Location,Office Name,FirstName,LastName,State
OR,Secretary of State,Nathalie,Paravicini,OR
OR,SH D11,Ivan,Maluski,OR
OR,SH D12,Michelle,Emmons,OR
OR,SH D16,Michael,Beilstein,OR
OR,SH D18,Karyssa,Dow,OR
OR,SH D18,Rick,Lewis,OR
OR,SH D24,Lucetta,Elmer,OR
OR,SH D24,Lisa,Pool,OR
OR,SH D27,Victoria,Kingsbury,OR
OR,SH D2,Virgle,Osborne,OR
OR,SH D2,August,Warren,OR
OR,SH D31,Robert,Miller,OR
OR,SH D33,Thomas,Busse,OR
OR,SH D46,Kevin,Levy,OR
OR,SS D13,Andrea,Kennedy-Smith,OR
OR,SS D14,Kathryn,Brumbelow,OR
OR,SS D1,Guadalupe,Preciado-McAlister,OR
OR,SS D9,Mike,Ashland,OR
OR,SS D9,Fred,Girod,OR
OR,State Treasurer,Mary,King,OR
OR,USC D1,Joseph,Christman,OR
OR,USC D2,Daniel,Ruby,OR
OR,USC D2,Michael,Stettler,OR
OR,USC D3,David,Frosch,OR
OR,USC D3,Joseph,Meyer,OR
OR,USC D3,David,Walker,OR
OR,USC D4,Daniel,Bahlen,OR
OR,USC D4,Justin,Filip,OR
OR,USC D5,Sonja,Feintech,OR
OR,USC D5,Brett,Smith,OR
OR,USC D5,Andrea,Townsend,OR
Colleton County,School Board D7,Roman,Cunningham,SC
Darlington County,School Board D2,Lucas,Reed,SC
Darlington County,School Board D2,Valencia,Thomas,SC
Darlington County,School Board D4,Joseph,Gainey,SC
Troutdale,Council,Robbie,Cantrell,OR
Troutdale,Council,Jordan,Wittren,OR
Troutdale,Council,Carol,Allen,OR
Troutdale,Council,Glen,White,OR
Troutdale,Council,Paul,Wilcox,OR
Troutdale,Council,Bryce,Bumgarner,OR
Troutdale,Council,Frank,Stevens,OR
Troutdale,Council,Jesse,Davidson,OR
MO,USS,Jared,Young,MO
MO,UCS D1,Blake,Ashby,MO
MO,SS D19,Stephen,Webber,MO
MO,SS D19,James,Coyne,MO
MO,SH D25,Patricia,Mansur,MO
Pima Community College,Board MemberD5,Luis,Gonzales,AZ
Pima Community College,Board MemberD5,Karla,Morales,AZ
Darlington County,School Board D4,Warren,Jeffords,SC
Darlington County,School Board D8,Vickie,Carrieri,SC
Darlington County,School Board D8,Megan,Woosley Goodman,SC
Dorchester County,School Board D21,Justin,Farnsworth,SC
Dorchester County,School Board D25,Cynthia,Powell,SC
Dorchester County,School Board D25,Glenn,Zingarino,SC
Dorchester County,School Board D27,James,Davidson,SC
Dorchester County,School Board D27,James,Lee,SC
Dorchester County,School Board D43,Tony,Folk,SC
Dorchester County,School Board D43,Joseph,Mackey,SC
Florence County,School Board D1 Seat 2,John,Galloway,SC
Florence County,School Board D1 Seat 2,Pamela,Sims,SC
Florence County,School Board D1 Seat 3,Edward,McIver,SC
Florence County,School Board D1 Seat 3,Barbara,Moses,SC
Florence County,School Board D3 Seat 2,Gregory,McKnight,SC
Florence County,School Board D3 Seat 2,Gloria,Robinson,SC
Florence County,School Board D3 Seat 4,Rutha,Frieson,SC
Florence County,School Board D3 Seat 7,Steve,Locklair,SC
Florence County,School Board D3 Seat 7,Barbara,Bryant,SC
Georgetown County,School Board D3,Eileen,Johnson,SC
Georgetown County,School Board D3,Sandra,Johnson,SC
Williamsburg County,School District At Large D33,Mary,McClam,SC
Williamsburg County,School Board D7,Tawan,Alston,SC
Williamsburg County,School Board D7,Michael,Floyd,SC
"Anderson,Pickens County","Watershed Conservation District, Brushy Creek",Eric,McConnell,SC
"Anderson,Pickens County","Watershed Conservation District, Brushy Creek",Carter,Vest,SC
Lancaster County,"Watershed Conservation District, Cane Creek",James,Little,SC
Lancaster County,"Watershed Conservation District, Cane Creek",Edmund,Perrow,SC
Horry County,"Watershed Conservation District, Crabtree Swamp",Jerry Edsol,Edge,SC
Horry County,"Watershed Conservation District, Crabtree Swamp",James,Hammond,SC
Horry County,"Watershed Conservation District, Crabtree Swamp",Churchill,Hammond,SC
Horry County,"Watershed Conservation District, Gapway Swamp",Hoyt,Graham,SC
Horry County,"Watershed Conservation District, Gapway Swamp",Dora,Hutchinson,SC
Horry County,"Watershed Conservation District, Gapway Swamp",Thomas,Thompson,SC
Lexington County,Hollow Creek Watershed,Roy,Burkett,SC
Lexington County,Hollow Creek Watershed,William,Scott,SC
Florence County,"Watershed Conservation District, Lynches Lake - Camp Branch",Jack,Floyd,SC
Florence County,"Watershed Conservation District, Lynches Lake - Camp Branch",William,Floyd,SC
"Greenville,Laurens County","Watershed Conservation District, Rabon Creek",Bobby,Balcombe,SC
"Greenville,Laurens County","Watershed Conservation District, Rabon Creek",Brian,Brownlee,SC
"Greenville,Laurens County","Watershed Conservation District, Rabon Creek",Franklin,Lancaster,SC
Florence County,"Watershed Conservation District, Salem Community",Daniel,Gause,SC
Florence County,"Watershed Conservation District, Salem Community",Richard,Ham,SC
Florence County,"Watershed Conservation District, Salem Community",Jimmy,Rauch,SC
Horry County,"Watershed Conservation District, Simpson Creek",Charles,Cooke,SC
Horry County,"Watershed Conservation District, Simpson Creek",Gerrel,McDowell,SC
Horry County,"Watershed Conservation District, Simpson Creek",Jefferson,Todd,SC
Greenville County,"Watershed Conservation District, South Tyger River",Gary,Hicks,SC
Greenville County,"Watershed Conservation District, South Tyger River",Charles,Niver,SC
Horry County,"Watershed Conservation District, Todd Swamp",Savannah,Gasque,SC
Horry County,"Watershed Conservation District, Todd Swamp",Kimberly,Watts,SC
Colleton County,"Watershed Conservation District, Willow Swamp",William,Crosby,SC
Colleton County,"Watershed Conservation District, Willow Swamp",Freddie,Kinard,SC
Greenville County,"Fire District Commissioner, Dunklin Fire District",Keith,Cash,SC
Greenville County,"Fire District Commissioner, Dunklin Fire District (Unexpired Term)",Matthew,Dejong,SC
Greenville County,"Fire District Commissioner, Dunklin Fire District",Thomas,Hampton,SC
Greenville County,"Fire District Commissioner, Dunklin Fire District (Unexpired Term)",Christopher,Ludwig,SC
Greenville County,"Fire District Commissioner, Dunklin Fire District (Unexpired Term)",William,Welch,SC
Charleston County,"Public Service District, James Island",Brenda,Grant,SC
Charleston County,"Public Service District, James Island",Shelby,Ivery,SC
Charleston County,"Public Service District, James Island",Nathaniel,Levine,SC
Charleston County,"Public Service District, James Island",Eugene,Platt,SC
Anderson County,"Public Service District, Homeland Park Water and Sewer",Jackie,Harrell,SC
Anderson County,"Public Service District, Homeland Park Water and Sewer",Larry,Harrell,SC
Anderson County,"Public Service District, Homeland Park Water and Sewer",James,Smith,SC
Anderson County,"Public Service District, Homeland Park Water and Sewer",Dakota,Wicker,SC
Lake City,Council D15,Melissa,Askins,SC
Lake City,Council D15,Rodrick,Green,SC
Lake City,Council D15,James,Williams,SC
Camden,Council,Joanna,Craig,SC
Camden,Council,Charles,Elliott,SC
Camden,Council,William,Wilkes,SC
Williamston,Council D3,Tabatha,Austin,SC
Williamston,Council D3,David,Rogers,SC
Fremont,Council D5,Sterling,Engle,CA
Chico,Council D1,Mike,Johnson,CA
Chico,Council D1,Michael,O'Brien,CA
Chico,Council D2,Monica,McDaniel,CA
Chico,Council D3,Melissa,Lopez-Mora,CA
Hillsboro,Mayor,Beach,Pace,OR
Hillsboro,Mayor,Taneshia,Redmond,OR
Hillsboro,"Council W2, Pos. B",Mike,McTernan,OR
Cottage Grove,Mayor,Dana,Merryday,OR
Lebanon,Council W2,Kim,Ullfers,OR
Grants Pass,Mayor,Sara,Bristol,OR
Grants Pass,Mayor,Clint,Scherf,OR
Grants Pass,Council W1,Brian,DeLaGrane,OR
Grants Pass,Council W1,Indra,Nicholas,OR
Grants Pass,Council W2,Victoria,Marshall,OR
Grants Pass,Council W2,Jay,Meredith,OR
Grants Pass,Council W4,Mark,Kelsey,OR
Grants Pass,Council W4,Kathleen,Krohn,OR
Grants Pass,Council W4,Vanessa,Ogier,OR
Bordentown City,Commissioner,Edward,Foley,NJ
Bordentown School District Board,School Board Member,Virinder,Mann,NJ
Bordentown School District Board,School Board Member,Richard,Shenowski,NJ
Bordentown School District Board,School Board Member,Raquel,Parker,NJ
Bordentown School District Board,School Board Member,Carmen,Rivera,NJ
Burlington City,Council W2,Christine,Donahue,NJ
Burlington City,Council W2,Geneva,Rijs,NJ
Burlington City Board of Education,School Board Member,Michelle,Marrazzo,NJ
Burlington City Board of Education,School Board Member,Nicole,Gaspard Tovar,NJ
Burlington City Board of Education,School Board Member,Patricia,Moore,NJ
Chico,Council D3,Katie,Hawley,CA
Chico,Council D4,Bryce,Goldstein,CA
Atascadero,Council,Mark,Dariz,CA
Atascadero,Council,Seth,Peek,CA
Atascadero,Council,Victoria,Keen,CA
Erie,Mayor,Andrew,Moore,CO
Erie,Mayor,Justin,Brooks,CO
Erie,Council D1,John,Mortellaro,CO
Erie,Council D1,Andrew,Sawusch,CO
Erie,Council D1,Anil,Pesaramelli,CO
Erie,Council D1,Richard,Garcia,CO
Erie,Council D2,Dan,Hoback,CO
Erie,Council D2,Brandon,Bell,CO
Erie,Council D2,Dan,Maloit,CO
Erie,Council D2,Ben,Hemphill,CO
Albany,City Councilor W1-B,Michael,Thomson,OR
Albany,City Councilor W1-B,Trevor,Lee,OR
Albany,City Councilor W2-B,Carolyn,McLeod,OR
Albany,City Councilor W2-B,Kevin,Kreitman,OR
Ashland,City Councilor Pos. 2,Jeffrey,Dahle,OR
Ashland,City Councilor Pos. 3,Dylan,Bloom,OR
Ashland,City Councilor Pos. 3,Eric,Navickas,OR
Lomita,Council D2,William,Uphoff,CA
Lomita,Council D2,Wade,Kyle,CA
Lomita,Council D2,Ruben,Lechuga,CA
Manhattan Beach,Council,Joe,Franklin,CA
Manhattan Beach,Council,Karen,Komatinsky,CA
Manhattan Beach,Council,Nina,Tarnay,CA
Manhattan Beach,Council,Joe,Marcy,CA
Manhattan Beach,Council,Brenda,O'Leary,CA
Monterey Park,Council,Elizabeth,Yang,CA
Monterey Park,Council,Dawn,Midori Rock,CA
Palmdale,Council D1,Anthony,Castro,CA
Palos Verdes Estates,Council,Derek,Lazzaro,CA
Palos Verdes Estates,Council,Desiree,Myers,CA
Palos Verdes Estates,Council,Craig,Quinn,CA
Palos Verdes Estates,Council,Martin,Petersen,CA
Rancho Palos Verdes,Council,Steve,Perestam,CA
Rancho Palos Verdes,Council,Jeff,Chen,CA
Rancho Palos Verdes,Council,Michele,Carbone,CA
Rancho Palos Verdes,Council,David,Chura,CA
South Gate,Council,Maria,Davila,CA
South Gate,Council,Gil,Hurtado,CA
South Gate,Council,Maria,del Pilar Avalos,CA
South Gate,Council,Franbrt,Calderon,CA
South Gate,Council,Alan,Garcia,CA
Rancho Palos Verdes,Council,George,Lewis,CA
Aliso Viejo,Council D1,Jennifer,Engle,CA
Aliso Viejo,Council D1,Tim,Zandbergen,CA
Aliso Viejo,Council D5,Mike,Munzing,CA
Aliso Viejo,Council D5,Ross,Chun,CA
Anaheim,Council D1,Ojaala,Ahmad,CA
Anaheim,Council D1,Ryan,Balius,CA
Anaheim,Council D4,Norma,Kurtz,CA
Anaheim,Council D5,Kristen,Maahs,CA
Anaheim,Council D5,Cristal,Ruiz,CA
Anaheim,Council D5,Andrew,Sarega,CA
Brea,Council,Thomas,Donini,CA
Brea,Council,Christine,Marick,CA
Brea,Council,Bill,Klovstad,CA
Brea,Council,Marty,Simonoff,CA
Brea,Council,Sean,Thomas,CA
Brea,Council,Denise,Eby,CA
La Habra,Council,Rose,Espinoza,CA
La Habra,Council,Susan,Pritchard,CA
Burlington City Board of Education,School Board Member,Madison,Schuyler,NJ
Burlington Township Board of Education,School Board Member,Velina,Riggi,NJ
Burlington Township Board of Education,School Board Member,Minesh,Patel,NJ
Burlington Township Board of Education,School Board Member,Lisa,Hodnett,NJ
Burlington Township Board of Education,School Board Member,Anthony,Fontana,NJ
Burlington Township Board of Education,School Board Member,Bridget,Keim,NJ
Burlington Township Board of Education,School Board Member,Courtney,Angeline,NJ
Burlington Township Board of Education,School Board Member,Bernie,Wojtkowiak,NJ
Burlington Township Board of Education,School Board Member,Antoinette,Minors-Ferguson,NJ
Cinnaminson Township Board of Education,School Board Member,Donna,Iacone,NJ
Cinnaminson Township Board of Education,School Board Member,Jennifer,Falconiero,NJ
Cinnaminson Township Board of Education,School Board Member,Edyta,Poplawski,NJ
Cinnaminson Township Board of Education,School Board Member,Laura,Fitzwater,NJ
Cinnaminson Township Board of Education,School Board Member,Daniel,Evans,NJ
Cinnaminson Township Board of Education,School Board Member,Eileen,Bleistine,NJ
Cinnaminson Township Board of Education,School Board Member,Toni,Topps,NJ
Delran Township Board of Education,School Board Member,Amy,Rafanello,NJ
Delran Township Board of Education,School Board Member,Michelle,Reissman,NJ
Delran Township Board of Education,School Board Member,John,Brophy,NJ
Delran Township Board of Education,School Board Member,Michael,Kelley,NJ
Newberg,Council D1,Elise,Hollamon,OR
Sandy,Mayor,Kathleen,Walker,OR
Evesham Township,Council,Keith,Roman,NJ
Evesham Township,Council,Krystal,Hunter,NJ
Evesham Township Fire District No. 1,Fire Commissioner,Bruce,Albright,NJ
Evesham Township Fire District No. 1,Fire Commissioner,Bradford,McIntyre,NJ
Evesham Township Fire District No. 1,Fire Commissioner,Brian,Rowe,NJ
Evesham Township Fire District No. 1,Fire Commissioner,Robert,Linden,NJ
Evesham Township Fire District No. 1,Fire Commissioner,Krystal Bermudez,Switick,NJ
Rancocas Valley Regional School Board,School Board Member,Diane,Solan,NJ
Rancocas Valley Regional School Board,School Board Member,Nicholas,Peditto,NJ
Mansfield Township,Township Committee,Marcial,Mojena,NJ
Mansfield Township,Township Committee,"Paul ""Brian""",Sisz,NJ
Mansfield Township,Township Committee,Jasmeet,Boparai,NJ
Medford Township Board of Education,School Board Member,Peyton,Ebbeson,NJ
Medford Township Board of Education,School Board Member,Kenyette,Jones,NJ
Medford Township Board of Education,School Board Member,Alexa,Folsom,NJ
Medford Township Board of Education,School Board Member,Dawn,Cappello,NJ
Moorestown Township Board of Education,School Board Member,Jill,Fallows Macaluso,NJ
Moorestown Township Board of Education,School Board Member,Melissa,Arcaro Burns,NJ
Moorestown Township Board of Education,School Board Member,Ruchika,Arora,NJ
Moorestown Township Board of Education,School Board Member,Cheryl,Makopoulos,NJ
Moorestown Township Board of Education,School Board Member,Caitlin,Berman,NJ
Mount Holly Township,Council,Lew,Brown,NJ
Mount Holly Township,Council,Chris,Banks,NJ
Mount Holly Township,Council,Rich,DiFolco,NJ
Mount Holly Township,Council,Sayke,Reilley,NJ
Mount Holly Township,Council,Paul,Kennedy,NJ
Mount Holly Township,Council,Amanda,Jacobsen,NJ
Mount Holly Township,Council,Bjana,Swinson,NJ
Mount Holly Township,Council,Casey,Carty,NJ
Mount Holly Township,Council,Jason,Fajgier,NJ
Mount Holly Fire District No. 1,Fire Commissioner,Jeena,Sheppard,NJ
Mount Holly Fire District No. 1,Fire Commissioner,Christopher,Leger,NJ
Mount Holly Fire District No. 1,Fire Commissioner,"Joseph ""Gary""",Brotz,NJ
Mount Holly Fire District No. 1,Fire Commissioner,June,Gaskill,NJ
Mount Holly Fire District No. 1,Fire Commissioner,Andrew,Prescott,NJ
Mount Holly Fire District No. 1,Fire Commissioner,Anthony,Diamanti,NJ
North Hanover Township,Township Committee,John,Giberson,NJ
North Hanover Township,Township Committee,Benjamin,Palombi,NJ
Lemoore,Council District B,Jonathan,Brewster,CA
Lemoore,Council District D,David,Orth,CA
North Hanover Township,Township Committee,John,Kocubinski,NJ
North Hanover Township,Township Committee,Brendan,O'Donnell,NJ
Pemberton Township,Council,Matthew,Bianchini,NJ
Pemberton Township,Council,Perry,Doyle,NJ
Pemberton Township,Council,Harry,Harper,NJ
Pemberton Township,Council,Frank,Dickey,NJ
Pemberton Township,Council,Gaye,Burton,NJ
Pemberton Township,Council,Leslie,Kanfer,NJ
Pemberton Board of Education,School Board Member,Sherry,Scull,NJ
Pemberton Board of Education,School Board Member,Heather,Kral,NJ
Pemberton Board of Education,School Board Member,Robert,Barney,NJ
Pemberton Board of Education,School Board Member,Andrew,Sytnik,NJ
Pemberton Board of Education,School Board Member,Terry,Maldonado,NJ
Pemberton Board of Education,School Board Member,Carmen,Bivins,NJ
Riverside Township,Township Committee,Fred,Hart,NJ
Riverside Township,Township Committee,Joseph,Gentile,NJ
Riverside Township,Township Committee,Gary,Haman,NJ
Riverside Township,Township Committee,Mary,Leith,NJ
Lenape Regional School District Board of Education,School Board Member,Samuel,Green,NJ
Lenape Regional School District Board of Education,School Board Member,Anne,Ehrke,NJ
Westampton Township,Township Committee,Christopher,Hamilton,NJ
Westampton Township,Township Committee,Nancy,Burkley,NJ
Westampton Township,Township Committee,Gail,Canteen,NJ
Westampton Township,Township Committee,Ashlee,Caldwell,NJ
Willingboro Township Board of Education,School Board Member,Mike,Bird,NJ
Willingboro Township Board of Education,School Board Member,Nancy,Torres,NJ
Willingboro Township Board of Education,School Board Member,Aaron,Lynch,NJ
Willingboro Township Board of Education,School Board Member,Jennifer,Noble Slaton,NJ
Erie,Council D3,Travis,Pinz,CO
Erie,Council D3,Emily,Baer,CO
Ashland,City Councilor Pos. 5,Gina,DuQuenne,OR
Bend,City Councilor Pos. 1,Megan,Norris,OR
Bend,City Councilor Pos. 3,Nicholas,Cerveny,OR
Bend,City Councilor Pos. 3,Megan,Perkins,OR
Bend,City Councilor Pos. 4,Stephen,Platt,OR
Canby,City Councilor At Large,Paul,Waterman,OR
Canby,City Councilor At Large,Traci,Hensley,OR
Cottage Grove,City Councilor At-Large,Alexandria,Dreher,OR
Cottage Grove,City Councilor At-Large,Richard,Vasquez,OR
Forest Grove,City Councilor,Angelene,Falconer,OR
Forest Grove,City Councilor,Brian,Schimmel,OR
Gresham,Council Pos. 1,Kayla,Brown,OR
Gresham,Council Pos. 1,Jack,Hollis,OR
Gresham,Council Pos. 3,Jacquenette,McIntire,OR
Gresham,Council Pos. 3,Cathy,Keathley,OR
Happy Valley,City Councilor Pos. 2,Marchelle,Paholsky,OR
Happy Valley,City Councilor Pos. 2,David,Golobay,OR
Happy Valley,City Councilor Pos. 4,Glenn,Wachter,OR
Keizer,Mayor,Lore,Christopher,OR
Keizer,Mayor,Catherine,Clark,OR
Lake Oswego,Mayor,Joseph,Buck,OR
Lake Oswego,City Councilor,Rachel,Verdick,OR
McMinnville,City Councilor Ward 3,Scott,Cunningham,OR
McMinnville,City Councilor Ward 3,Charles,Gibbins,OR
Medford,Mayor,Michael,Zarosinski,OR
Medford,Mayor,Clay,Bearnson,OR
Medford,City Councilor Ward 4,Tyler,Jasper,OR
Medford,City Councilor Ward 4,Kevin,Keating,OR
Milwaukie,City Councilor Pos. 1,Camden,Mckone,OR
Milwaukie,City Councilor Pos. 1,Masoud,Khosroabadi,OR
Newberg,City Councilor D1,Elise,Yarnell Hollamon,OR
Newberg,City Councilor D1,Britta,Mansfield,OR
Newberg,City Councilor D3,Glenn,Cloyd,OR
Newberg,City Councilor D3,Jeri,Turgesen,OR
Newberg,City Councilor D5,Mike,McBride,OR
Newberg,City Councilor D5,Tyson,Butler,OR
Portland,Mayor,Marshall,Runkel,OR
Portland,Mayor,Nancy,Congdon,OR
Portland,Mayor,Sharon,Nasset,OR
Portland,Mayor,Martin,Ward,OR
Portland,Mayor,Joshua,Leake,OR
Portland,City Councilor D1,Doug,Clove,OR
Portland,City Councilor D1,Loretta,Smith,OR
Portland,City Councilor D2,Erin,Crum,OR
Portland,City Councilor D2,Michelle,DePass,OR
Portland,City Councilor D2,Joseph,Emerson,OR
Portland,City Councilor D2,Samuel,Sachs,OR
Portland,City Councilor D2,Bob,Simril,OR
Portland,City Councilor D2,Nabil,Zaghloul,OR
Portland,City Councilor D3,Brian,Conley,OR
Portland,City Councilor D3,Clifford,Higgins,OR
Portland,City Councilor D3,Patrick,Hilton,OR
Portland,City Councilor D3,Kelly,Janes,OR
Portland,City Councilor D3,Harrison,Kass,OR
Portland,City Councilor D3,Kenneth,Landgraver,OR
Portland,City Councilor D3,LIncoln,McGraw III,OR
Portland,City Councilor D3,Ahlam,Osman,OR
Portland,City Councilor D3,Jon,Walker,OR
Portland,City Councilor D3,Kezia,Wanner,OR
Portland,City Councilor D3,Luke,Zak,OR
Portland,City Councilor D4,Robert,Callahan,OR
Portland,City Councilor D4,John,Goldsmith,OR
Portland,City Councilor D4,Chloe,Mason,OR
Portland,City Councilor D4,Lee,Odell,OR
Portland,City Councilor D4,Ciatta,Thompson,OR
Portland,City Councilor D4,Andra,Vltavin,OR
Redmond,City Councilor,Shannon,Wedding,OR
Redmond,City Councilor,Alan,Lawyer,OR
Redmond,City Councilor,Robert Jay,Patrick,OR
Redmond,City Councilor,Tobias,Colvin,OR
St. Helens,Mayor,Jennifer,Massey,OR
St. Helens,Mayor,Steve,Toschi,OR
Tigard,City Councilor At-Large,Jake,Schlack,OR
Tigard,City Councilor At-Large,Gabriel,Velasquez,OR
Tigard,City Councilor At-Large,Maureen,Wolf,OR
Troutdale,Mayor,Geoffrey,Wunn,OR
Wilsonville,Mayor,Shawn,O'Neil,OR
Wilsonville,Mayor,Glenn,Lancaster,OR
Wilsonville,City Councilor,Anne,Shevlin,OR
Wilsonville,Mayor,Robert,Candrian,OR
Wilsonville,City Councilor,Adam,Cunningham,OR
Wilsonville,City Councilor,Elizabeth,Peters,OR
Crook County,County Commissioner Pos. 3,Seth,Crawford,OR
Wasco County,County Sheriff,Mark,Scott,OR
Wasco County,County Sheriff,Lane,Magill,OR
Brawley Elementary School District,Trustee,Esther,Sanchez-Banda,CA
Brawley Elementary School District,Trustee,Jose,Barrera,CA
Brawley Elementary School District,Trustee,Kathy,Prior,CA
Brawley Elementary School District,Trustee,Ruben,Villa,CA
Brawley Union High School District,Trustee,Antonio,Leon,CA
Brawley Union High School District,Trustee,Audrey,Noriega,CA
Brawley Union High School District,Trustee,Gloria,Santillan,CA
Brawley Union High School District,Trustee,Joel,Gonzalez,CA
Brawley Union High School District,Trustee,Patrick,Lauterio,CA
Imperial Community College,Trustee Area 3,Jeff,Sturdevant,CA
Imperial Community College,Trustee Area 3,Peter,Martinez,CA
Imperial Unified School District,Trustee,Gabby,Olguin-Nixon,CA
Imperial Unified School District,Trustee,Geoff,Holbrook,CA
Lemoore,Council District D,Jonathan,Cruz,CA
Canby,Mayor,Brian,Hodson,OR
Canby,Mayor,David,Tate,OR
Canby,City Councilor At Large,Jason,Padden,OR
Canby,City Councilor At Large,Daniel,Stearns,OR
Canby,City Councilor At Large,Shawn,Varwig,OR
Tualatin,Council Pos. 4,Cyndy,Hillier,OR
Tualatin,Council Pos. 4,Danny,O'Neal,OR
Fortuna,Council,Tami,Trent,CA
Fortuna,Council,Jerry,King,CA
Fortuna,Council,Neleen,Nichols,CA
Hermiston,Council At Large,Luz,Martell,OR
Hermiston,Council At Large,Bryan,Miller,Or
Hermiston,Council At Large,Allen,Hayward,OR
Hermiston,Council At Large,Josh,Roberts,OR
Hermiston,Council At Large,Maria,Duron,OR
Fortuna,Council,Arlene,Spiers,CA
American Canyon,Council,Brando,Cruz,CA
American Canyon,Council,Melissa,Lamattina,CA
American Canyon,Council,Elmer,Manaid,CA
American Canyon,Council,Davet,Mohammed,CA
Madera,Council D4,Derek,Robinson,CA
Madera,Mayor,Santos,Garcia,CA
Madera,Mayor,Lucy,Salazar,CA
Madera,Mayor,Wayne,Padilla,CA
Grass Valley City,Council,Bob,Branstrom,CA
Grass Valley City,Council,Janet,Arbuckle,CA
Grass Valley City,Council,Joseph,Bonomolo,CA
Grass Valley City,Council,Matthew,Coulter,CA
Grass Valley City,Council,Thomas,Ivy,CA
Truckee Town,Council,Courtney,Henderson,CA
Truckee Town,Council,Lindsay,Romack,CA
Nevada County Board of Education,Trustee Area 2,Alvin,Gebhart,CA
Nevada County Board of Education,Trustee Area 2,Timothy,May,CA
Grass Valley School District,Trustee,Debbie,Lindh,CA
Grass Valley School District,Trustee,Sarah,Lindblom,CA
Grass Valley School District,Trustee,Trisha,Dellis,CA
Nevada City School District,Trustee,Sandra,Barrington,CA
Nevada City School District,Trustee,Ty,Conway,CA
Nevada County Consolidated Fire District,Trustee,Marianne,Slade-Troutman,CA
Nevada County Consolidated Fire District,Trustee,Patricia,Nelson,CA
Nevada County Consolidated Fire District,Trustee,Tom,Carrington,CA
Nevada Irrigation District,Trustee Div. 3,Brad,Fowler,CA
Nevada Irrigation District,Trustee Div. 3,Karen,Hull,CA
Nevada Joint Union High School District,Trustee Area 4,Andrew,Klein,CA
Nevada Joint Union High School District,Trustee Area 4,Itara,O'Connell,CA
Nevada Joint Union High School District,Trustee Area 3,Kelly,Clark,CA
Nevada Joint Union High School District,Trustee Area 3,Geoffrey,Nelson,CA
Pleasant Ridge School District,Trustee,Eddie,Garcia,CA
Pleasant Ridge School District,Trustee,Katrina,Paz,CA
Pleasant Ridge School District,Trustee,Tammie,Siller,CA
Truckee Sanitary District,Trustee,Joshua,Ruppert,CA
Truckee Sanitary District,Trustee,Michael,Salmon,CA
Truckee Sanitary District,Trustee,Paul,Purchard,CA
Truckee Sanitary District,Trustee,Brian,Smart,CA
Truckee Sanitary District,Trustee,Catherine,Hansford,CA
Truckee Tahoe Airport District,Trustee,Bill,Greeno,CA
Truckee Tahoe Airport District,Trustee,David,Diamond,CA
Truckee Tahoe Airport District,Trustee,Greg,Horvath,CA
Truckee Tahoe Airport District,Trustee,Teresa,O'Dette,CA
Truckee Tahoe Airport District,Trustee,Timothy,Devine,CA
CO,USC D2,Cynthia,Sirianni,CO
CO,USC D3,James,Wiley,CO
CO,USC D3,Adam,Withrow,CO
Milwaukie,City Council Pos. 1,Adam,Khosroabadi,OR
Milwaukie,City Council Pos. 2,Will,Anderson,OR
Milwaukie,City Council Pos. 2,Teresa,Bresaw,OR
Astoria,Council W1,Geoff,Gunn,OR
Astoria,Council W1,Andrew,Davis,OR
Astoria,Council W3,Kris,Haefker,OR
Astoria,Council W3,Elisabeth,Adams,OR
Hartford,Justice Of The Peace,Sara,Blood,VT
Hartford,Justice Of The Peace,Pat,Cook,VT
Hartford,Justice Of The Peace,Patrick,Danaher,VT
Hartford,Justice Of The Peace,Jennifer,Horn,VT
Hartford,Justice Of The Peace,Mike,Morris,VT
Hartford,Justice Of The Peace,Adam,Ricker,VT
Milton,Justice Of The Peace,Ciera,Audette,VT
Milton,Justice Of The Peace,Kevin,Endres,VT
Hood River,Council,Anna,Cavaleri,OR
Hood River,Council,Amanda,Goeke,OR
Hood River,Council,Curtis,Ivy,OR
Hood River,Council,Gladys,Rivera,OR
FL,USC D2,Yen,Bailey,FL
FL,SS D39,Bryan,Avila,FL
FL,SH D3,Joel,Rudman,FL
FL,SH D4,"Samuel
Samuel",Chang,FL
FL,SH D4,Patt,Maney,FL
FL,SH D8,Gallop,Franklin,FL
FL,SH D8,Grace,Glass,FL
FL,SH D9,Allison,Tant,FL
FL,SH D13,Terrance,Jordan,FL
FL,SH D14,Briana,Hughes,FL
FL,SH D25,Fody,Merritt,FL
FL,SH D27,Dennis,Simpson,FL
CO,USC D4,Lauren,Boebert,CO
CO,USC D4,Paul,Fiorino,CO
CO,USC D7,Patrick,Bohan,CO
CO,USC D7,Ron,Tupa,CO
FL,SH D31,Joanne,Terry,FL
FL,SH D42,Anna,Eskamani,FL
FL,SH D46,Ivan,Rivera,FL
FL,SH D48,John,Hill,FL
FL,SH D49,Ashley,Herrmann,FL
FL,SH D55,Judy,Freiberg,FL
CO,SS D12,John,Angle,CO
CO,SS D29,Janet,Buckner,CO
CO,SH D19,Jilliaire,McMillan,CO
Rutland City,Justice Of The Peace,Diane,Alberts,VT
Rutland City,Justice Of The Peace,David,Allaire,VT
Rutland City,Justice Of The Peace,Barry,Beauchamp,VT
AZ,USS,Eduardo,Quintana,AZ
FL,SH D61,Nathan,Bruemmer,FL
